codArt;nomArt;alto_cm;ancho_cm;largo _cm;Peso_kg;Ubicación
PF0112;CEFTAROLINA FOSAMILO 600MG POLVO A SOLUCION INYECTABLE;7,00;6,90;16,90;357,00;Comerciales
PX0306;DOXILAMINA + PIRIDOXINA 10MG+10MG CAPSULA BLANDA;7,10;6,80;9,10;73,00;Carga Seca
TE0215;GLUCOSAMINA + CONDROITINA 1.500MG+1.200MG POLVO A SOLUCION ORAL;10,60;6,80;6,70;120,00;Comerciales
AN0042;ALBENDAZOL 200MG TABLETA;8,2;6,8;3,5;79,00;Carga Seca
DE0038;PENICILINA G BENZATINICA 2.400.000UI POLVO A SOLUCION INYECTABLE;8,00;6,8;196,80;370,00;Carga Seca
BU0096;SILDENAFIL 50MG TABLETA RECUBIERTA;8,00;6,70;16,00;108,00;Carga Seca
FK0075;MEROPENEM 1G POLVO A SOLUCION INYECTABLE;6,70;6,70;16,50;362,00;Carga Seca
RC0071;OBINUTUZUMAB 1.000MG/40ML (25MG/ML) SOLUCION CONCENTRADA PARA INFUSION;5,20;6,70;8,90;108,00;Cadena de Frio
GF0383;ESOMEPRAZOL 20MG TABLETA DE LIBERACION RETARDADA;20,00;6,70;12,70;43,70;Carga Seca
EC0045;LOPERAMIDA 2MG TABLETA;8,00;6,7;10,8;110,00;Carga Seca
SG0093;CARBONATO DE CALCIO + VITAMINA D3 600MG+400UI GRANULADO;6,5;6,7;10,3;86,00;Carga Seca
MLL002;L-CARNITINE 800MG CAPSULA BLANDA;12,00;6,7;6,7;204,00;Comerciales
SVP096;PREGABALINA 75MG CAPSULA DURA;8,70;6,60;15,30;125,00;Comerciales
OP0036;AMPICILINA 500MG CAPSULA;8,60;6,60;9,60;111,00;Carga Seca
RC0031;RITUXIMAB 500MG/50ML (10MG/ML) SOLUCION INYECTABLE;5,10;6,60;8,80;126,00;Cadena de Frio
BH0079;NINTEDANIB 100MG CAPSULA BLANDA;15,80;6,60;9,60;89,00;Cadena de Frio
CO0037;TOCOFEROL (VITAMINA E) 400UI CAPSULA BLANDA;10,70;6,60;10,10;105,00;Carga Seca
PX0301;LATANOPROST 0,05MG/ML SOLUCION OFTALMICA;12,4;6,6;12,4;294,00;Cadena de Frio
FAES07;FERRIMANITOL OVOALBUMINA 40MG GRANULADO A SOLUCION ORAL;9,20;6,50;10,50;146,00;Carga Seca
AB0125;APME LIQUIDO FÓRMULA POLIMERICA PARA ADULTOS LATA X 237ML;9,00;6,50;6,5;298,00;Carga Seca
LS0208;AMPICILINA 500MG CAPSULA;8,50;6,50;9,30;108,00;Carga Seca
MK0320;ACETAMINOFEN + TRAMADOL 325MG+37,5MG TABLETA RECUBIERTA;8,30;6,50;20,70;234,00;Carga Seca
NV0052;ESOMEPRAZOL 10MG GRANULADO A SUSPENSION ORAL;8,2;6,50;12;117,00;Carga Seca
BU0062;DIOSMECTITA 3G POLVO A SOLUCION ORAL;8,00;6,50;8,70;118,00;Carga Seca
EF0009;DIFENHIDRAMINA 50MG CAPSULA;6,50;6,50;8,50;49,00;Carga Seca
PR0084;CLARITROMICINA 500MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;5,80;6,50;14,00;186,00;Carga Seca
PX0186;CITRATO DE CALCIO + VITAMINA D3 1.500MG(315MG)+200UI TABLETA RECUBIERTA;22,00;6,50;8,00;256,00;Carga Seca
GNL001;LACOSAMIDA 10MG/ML SOLUCION ORAL;16,30;6,50;6,20;426,00;Comerciales
BH0082;NINTEDANIB 150MG CAPSULA BLANDA;15,70;6,50;9,50;100,00;Cadena de Frio
BH0100;NINTEDANIB 150MG CAPSULA BLANDA;15,60;6,50;9,50;92,00;Cadena de Frio
NO0010;ENTACAPONA + LEVODOPA + CARBIDOPA 200MG+50MG+12,5MG COMPRIMIDO RECUBIERTO;11,40;6,50;6,50;45,00;Carga Seca
CH0047;LACTULOSA 66,7G/100ML SOLUCION ORAL;11,20;6,50;8,30;286,00;Carga Seca
THE009;EFAVIRENZ + TENOFOVIR + EMTRICITABINA 600MG+300MG+200MG TABLETA;11,00;6,50;6,50;79,00;Carga Seca
LP0126;CARBONATO DE CALCIO 600MG TABLETA MASTICABLE;9,00;6,5;23,5;633,00;Carga Seca
LP0127;CARBONATO DE CALCIO + VITAMINA D3 1.500MG(600MG)+200UI TABLETA;9,00;6,5;23,5;640,00;Carga Seca
AB0123;APME LIQUIDO FÓRMULA POLIMERICA PARA ADULTOS LATA X 237ML;9,00;6,5;6,5;295,00;Carga Seca
AB0063;APME LIQUIDO FÓRMULA POLIMERICA PARA ADULTOS LATA X 237ML;9,00;6,5;6,5;291,00;Carga Seca
AB0059;APME FÓRMULA POLIMERICA LIQUIDA PARA ADULTOS LATA X 237ML (8 ONZ);9,00;6,5;6,5;300,00;Carga Seca
LG0012;GABAPENTIN 300MG CAPSULA;8,5;6,5;9,00;74,00;Carga Seca
LG0013;GABAPENTIN 400MG CAPSULA;8,5;6,5;9,00;87,00;Carga Seca
TE0268;DIOSMINA + HESPERIDINA 450MG+50MG TABLETA RECUBIERTA;8,3;6,5;6,5;147,00;Carga Seca
CS0031;DEXIBUPROFENO 300MG TABLETA RECUBIERTA;8,2;6,5;11,4;53,00;Carga Seca
FC0018;PIPERACILINA + TAZOBACTAM 4G+0,5G POLVO A SOLUCION INYECTABLE;8,00;6,5;16,5;345,00;Carga Seca
LL0055;ABEMACICLIB 150MG TABLETA;8,00;6,5;14,5;79,00;Comerciales
VT0004;AMIKACINA 500MG/2ML (250MG/ML) SOLUCION INYECTABLE;7,00;6,5;2,5;52,00;Carga Seca
LF0030;NORETISTERONA ENANTATO + ESTRADIOL VALERATO (50MG+5MG) /ML SOLUCION INYECTABLE;7,00;6,5;10;127,00;Comerciales
GR0068;TAPENTADOL 150MG TABLETA DE LIBERACION PROLONGADA;7,00;6,5;10,5;68,00;Controlados
EC0034;FOLICO ACIDO 1MG/ML SOLUCION INYECTABLE;6,7;6,5;9,00;91,00;Carga Seca
EC0022;CIANOCOBALAMINA (VITAMINA B12) 1MG/ML SOLUCION INYECTABLE;6,5;6,5;9;89,00;Carga Seca
SG0116;LEVODOPA + CARBIDOPA 250MG+25MG TABLETA;6,5;6,5;9;71,00;Carga Seca
EC0102;COMPLEJO B + NICOTINAMIDA (B1+B2+B6) + 100MG/2ML SOLUCION INYECTABLE;6,5;6,5;9,00;130,00;Carga Seca
EC0094;FITOMENADIONA (VITAMINA K1) 10MG/ML SOLUCION INYECTABLE;6,5;6,5;9,2;92,00;Carga Seca
BY0103;REGORAFENIB 40MG TABLETA RECUBIERTA;6,5;6,5;13;120,00;Comerciales
SIC019;AMPICILINA + SULBACTAM 1G+0,5G POLVO A SOLUCION INYECTABLE;6,3;6,5;15,5;293,00;Carga Seca
EC0082;CLONIDINA 0,150MG TABLETA;6,00;6,5;10;88,00;Carga Seca
EC0019;TIAMINA 1000MG/10ML (100MG/ML) SOLUCION INYECTABLE;6,00;6,5;9,00;264,00;Carga Seca
EC0145;CIANOCOBALAMINA (VITAMINA B12) 100MG/10ML (10MG/ML) SOLUCION INYECTABLE;6,00;6,5;9,00;258,00;Carga Seca
EC0007;COMPLEJO B + NICOTINAMIDA (B1+B2+B6) + 50MG/10ML SOLUCION INYECTABLE;5,8;6,5;9,00;264,00;Carga Seca
RF0022;AMIODARONA 200MG TABLETA;5,2;6,5;8,5;99,00;Carga Seca
AB0117;APME LIQUIDO FÓRMULA POLIMERICA PARA PARA ADULTOS BOTELLA LPC X 1.000ML;27,00;6,5;9,5;1,152,00;Carga Seca
PFM008;ETONOGESTREL 68MG IMPLANTE SUBCUTANEO;2,5;6,5;18,00;53,00;Comerciales
BB0006;ACEITE DE SOYA + TRIGLICERIDOS (10G+10G) /ML (20%) EMULSION INYECTABLE;19,00;6,5;6,5;740,00;Carga Seca
LS0154;DICLOXACILINA 500MG CAPSULA;16,7;6,5;9,3;202,00;Carga Seca
LS0150;AMPICILINA 500MG CAPSULA;16,50;6,5;9,5;203,00;Carga Seca
CR0090;ELECTROLITOS CON CARBOHIDRATOS REHIDRATACION 75MEQ SOLUCION ORAL;16,5;6,5;6,5;444;Carga Seca
GR0079;LIDOCAINA 700MG (5%) PARCHE TRANSDERMICO;15,5;6,5;21,5;585,00;Carga Seca
PFM003;MEDROXIPROGESTERONA + ESTRADIOL (25MG+5MG) /0,5ML SUSPENSION INYECTABLE;15,00;6,5;8,00;146,00;Comerciales
SER014;DIOSMINA + HESPERIDINA 900MG+100MG SUSPENSION ORAL;14,00;6,5;10,5;400,00;Carga Seca
JN0051;ETRAVIRINA 200MG TABLETA;14,00;6,5;7,00;178,00;Comerciales
GZ0001;SEVELAMER 800MG TABLETA;13,00;6,5;7,00;227,00;Comerciales
BP0045;DEGARELIX 120MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;11,50;6,5;20,00;143,00;Comerciales
BH0080;METFORMINA + EMPAGLIFOZINA 1.000MG+12,5MG TABLETA RECUBIERTA;11,5;6,5;7;131,00;Comerciales
BH0085;METFORMINA + EMPAGLIFOZINA 850MG+ 12,5MG TABLETA RECUBIERTA;11,5;6,5;7;121,00;Comerciales
SA0045;VIGABATRIN 500MG TABLETA;11,5;6,5;5,5;67,00;Comerciales
GF0034;AZITROMICINA 200MG/5ML POLVO A SUSPENSION ORAL;10,5;6,5;4,00;46,00;Carga Seca
TE0155;MEMANTINA 20MG TABLETA RECUBIERTA;8,20;6,40;17,50;214,00;Carga Seca
BH0098;DABIGATRAN 150MG CAPSULA DURA;15,50;6,4;9,5;101,00;Comerciales
BS0034;PENICILINA G BENZATINICA 2.400.000UI POLVO A SOLUCION INYECTABLE;6,5;6,3;15,3;296,00;Carga Seca
PX0299;SUPLEMENTO DIETARIO SOBRE X 14,88G POLVO A SOLUCION ORAL;17,2;6,3;9,7;556,00;Carga Seca
RC0098;EQUIPO DE GLUCOMETRIA ACCU-CHEK INSTANT;16,00;6,3;11,00;168,00;Carga Seca
GF0441;GEMFIBROZILO 600MG TABLETA RECUBIERTA;13,3;6,3;38,7;812;Carga Seca
EUF036;DOMPERIDONA 1MG/ML SUSPENSION ORAL;12,00;6,3;7,5;231,00;Carga Seca
EU0047;PROANTOCIANIDINAS 18MG POLVO A SOLUCION ORAL;10,5;6,3;10,00;146,00;Carga Seca
VT0032;MEROPENEM 1G POLVO A SOLUCION INYECTABLE;8,50;6,20;15,30;274,00;Carga Seca
SE0001;NATALIZUMAB 300MG/15ML (20MG/ML) SOLUCION CONCENTRADA PARA INFUSION;8,20;6,20;5,90;60,00;Cadena de Frio
TE0046;SUPLEMENTO MULTIVITAMINICO GRANULADO A SOLUCION ORAL;15,80;6,20;6,20;361,00;Carga Seca
AN0013;TEOFILINA 80MG/15ML ELIXIR SOLUCION ORAL;14,40;6,20;6,20;286,00;Carga Seca
TE0298;CIPROHEPTADINA 2MG/5ML POLVO A SOLUCION ORAL;12,80;6,20;6,20;260,00;Carga Seca
PX0217;ZINC SULFATO 20MG/5ML JARABE;11,10;6,20;6,40;189,00;Carga Seca
LS0212;ABIRATERONA 500MG TABLETA;10,50;6,20;6,00;119,00;Comerciales
DE0048;AMOXICILINA 500MG CAPSULA;9,2;6,2;9,5;105,00;Carga Seca
LB0022;MESALAZINA 500MG TABLETA RECUBIERTA;8,3;6,2;9,2;134,00;Carga Seca
VI0002;MEROPENEM 1G POLVO A SOLUCION INYECTABLE;7,2;6,2;15,5;260,00;Carga Seca
JN0057;ABIRATERONA 500MG TABLETA RECUBIERTA;12,40;6,2;7,00;118,00;Comerciales
ASC008;DULOXETINA 30MG CAPSULA DE LIBERACION RETARDADA;10,8;6,2;6,5;63,00;Carga Seca
WT0050;METFORMINA 850MG TABLETA;13;6,2;46,70;1.070,00;Carga Seca
EXE034;DUTASTERIDA + TAMSULOSINA 0,5MG+0,4MG CAPSULA;9,4;6,1;6,00;65,00;Carga Seca
BR0040;ENTECAVIR 1MG TABLETA RECUBIERTA;9,50;6,00;4,00;55,00;Comerciales
FNT001;MELATONINA 3MG TABLETA;9,00;6,00;6,00;52,00;Carga Seca
PI0040;LIDOCAINA C/EPINEFRINA (1.000MG+0,25MG) /50ML (20MG+0,005MG) /ML (2%) SOLUCION INYECTABLE;9,00;6,00;6,00;115,00;Carga Seca
PF0108;CRIZOTINIB 250MG CAPSULA;9,00;6,00;6,00;79,00;Comerciales
PF0119;CRIZOTINIB 200MG CAPSULA;9,00;6,00;6,00;73,00;Comerciales
FK0050;ALFA-CETOANALOGOS DE AMINOACIDOS 630MG COMPRIMIDO RECUBIERTO;8,00;6,00;16,00;126,00;Comerciales
GD0032;TETRACICLINA 300MG CAPSULA;8,00;6,00;11,20;46,00;Carga Seca
AUL003;TRIMEBUTINA + SIMETICONA 200MG+75MG COMPRIMIDO;8,00;6,00;12,5;57,00;Carga Seca
RM0091;MICOFENOLATO 250MG CAPSULA;8,00;6,00;11,00;80,00;Comerciales
BY0046;SORAFENIB 200MG COMPRIMIDO RECUBIERTO;7,5;6,00;13,00;59,00;Comerciales
LQ0211;N-ACETILCISTEINA 600MG GRANULADO A SOLUCION ORAL;7,5;6,00;10,00;132,00;Carga Seca
JN0016;TACROLIMUS XL 5MG CAPSULA DE LIBERACION PROLONGADA;7,05;6,00;15,00;82,00;Comerciales
JN0048;TACROLIMUS XL 3MG CAPSULA DE LIBERACION PROLONGADA;7,05;6,00;15,00;70,00;Comerciales
VT0033;MEROPENEM 500MG POLVO A SOLUCION INYECTABLE;6,8;6,00;14,5;206,00;Carga Seca
EC0106;ADRENALINA (EPINEFRINA) 1MG/ML SOLUCION INYECTABLE;6,5;6,00;9,00;91,00;Carga Seca
GF0349;CLOZAPINA 25MG TABLETA;6,5;6,00;12,00;68,00;Controlados
RY0025;HALOPERIDOL 5MG/ML SOLUCION INYECTABLE;6,5;6,00;6,00;84,00;Carga Seca
QF0025;ZINC OXIDO 25G/100G (25%) CREMA TOPICA;6,5;6,00;6,00;95,00;Carga Seca
WT0045;METOPROLOL TARTRATO 50MG TABLETA;6,3;6,00;12,70;82,00;Carga Seca
AMG004;CARFILZOMIB 60MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;6,20;6,00;15,10;109,00;Cadena de Frio
VT0043;PENICILINA G SODICA 5.000.000UI POLVO A SOLUCION INYECTABLE;6,00;6,00;1,5;196,00;Carga Seca
GR0018;LEVETIRACETAM 500MG TABLETA;5,7;6,00;11,3;40,00;Carga Seca
VT0008;AZTREONAM 1G POLVO A SOLUCION INYECTABLE;5,7;6,00;14,4;183,00;Carga Seca
GR0010;LEVETIRACETAM 1.000MG TABLETA RECUBIERTA;5,50;6,00;11,00;56,00;Carga Seca
EC0097;N-ACETILCISTEINA 200MG GRANULADO A SOLUCION ORAL;25,00;6,00;19,00;717,00;Carga Seca
GR0048;DIFENOXILATO + ATROPINA 2,5MG+0,025MG TABLETA;24,00;6,00;6,00;72,00;Carga Seca
TE0180;ELECTROLITOS CON CARBOHIDRATOS REHIDRATACION 75MEQ SOLUCION ORAL;23,00;6,00;6,00;464,00;Carga Seca
TE0178;ELECTROLITOS CON CARBOHIDRATOS REHIDRATACION 75MEQ SOLUCION ORAL;23,00;6,00;6,00;461,00;Carga Seca
GD0022;CETAPHIL LOCION LIMPIADORA 473ML LOCION TOPICA;20,00;6,00;10,00;513,00;Comerciales
GD0023;CETAPHIL ULTRA HUMECTANTE PIEL SECA Y SENSIBLE LOCION TOPICA;20,00;6,00;10,00;547,00;Comerciales
BP0050;LACOSAMIDA 10MG/ML SOLUCION ORAL;15,5;6,00;8,00;401,00;Comerciales
HU0014;ZIDOVUDINA 10MG/ML SOLUCION ORAL;15,5;6,00;7,5;350,00;Carga Seca
EC0108;POLIETILENGLICOL 3350 100G/100G POLVO A SOLUCION ORAL;15,2;6,00;6,00;224,00;Carga Seca
ALT015;ARIPIPRAZOL 1MG/ML SOLUCION ORAL;15,00;6,00;6,00;252,00;Comerciales
BH0062;DABIGATRAN 110MG CAPSULA DURA;14,50;6,00;9,00;88,00;Comerciales
HU0033;LAMIVUDINA 10MG/ML SOLUCION ORAL;14,5;6,00;7,7;319,00;Carga Seca
GH0015;CARBONATO DE CALCIO + ZINC + VITAMINA D3 (300MG+7,5MG+100UI) /5ML SUSPENSION ORAL;14,5;6,00;6,00;370,00;Carga Seca
IC0011;SUCRALFATO 20G/100ML SUSPENSION ORAL;14,00;6,00;6,00;267,00;Carga Seca
MK0281;POLIETILENGLICOL 3350 100G/100G POLVO A SOLUCION ORAL;14,00;6,00;6,00;208,00;Carga Seca
TE0002;N-ACETILCISTEINA 2G/100ML JARABE;14,00;6,00;6,00;304,00;Carga Seca
CH0048;LACTULOSA 66,7G/100ML JARABE;14,00;6,00;6,00;348,00;Carga Seca
FK0072;LIPIDOS (20%) EMULSION INYECTABLE;13,70;6,00;6,00;405,00;Carga Seca
TE0009;CIPROHEPTADINA 2MG/5ML JARABE;13,5;6,00;7,5;250,00;Carga Seca
JN0011;RISPERIDONA 1MG/ML (0,1%) SOLUCION ORAL;13,5;6,00;7,00;106,00;Carga Seca
NV0150;FUMARATO FERROSO + ÁCIDO ASCÓRBICO + ÁCIDO FÓLICO + CIANOCOBALAMINA 330MG+100MG+2MG+1MG CAPSULA;13,00;6,00;11,00;87,00;Carga Seca
AB0009;CLARITROMICINA 125MG/5ML GRANULADO A SUSPENSION ORAL;13,00;6,00;8,5;86,00;Carga Seca
CYH010;ITRACONAZOL 1G/100ML SOLUCION ORAL;13,00;6,00;6,00;324,00;Carga Seca
TE0220;KETOTIFENO 1MG/5ML JARABE;13,00;6,00;6,00;226,00;Carga Seca
BY0142;IOPROMIDA 76,9G/100ML (0,8G/ML) SOLUCION INYECTABLE;13,00;6,00;6,00;260,00;Comerciales
MK0264;DEXAMETASONA SODIO FOSFATO 1MG/5ML SOLUCION ORAL;12,7;6,00;6,00;274,00;Carga Seca
TE0096;N-ACETILCISTEINA 4G/100ML JARABE;12,5;6,00;6,00;245,00;Carga Seca
SG0082;N-ACETILCISTEINA 2G/100ML GRANULADO A SOLUCION ORAL;12,00;6,00;6,00;80,00;Carga Seca
BE0024;NITAZOXANIDA 100MG/5ML POLVO A SUSPENSION ORAL;11,50;6,00;6,00;51,00;Carga Seca
LF0136;SEVELAMER 800MG TABLETA RECUBIERTA;11,00;6,00;6,00;127,00;Comerciales
WY0019;SIROLIMUS 1MG GRAGEA;11,00;6,00;6,5;89,00;Comerciales
FR0079;RALTEGRAVIR 600MG TABLETA;11,00;6,00;6,00;118,00;Comerciales
FR0111;LAMIVUDINA + TENOFOVIR + DORAVIRINA 300MG+300MG+100MG TABLETA RECUBIERTA;11,00;6,00;6,00;105,00;Comerciales
EU0034;PIDOTIMOD 400MG/7ML SOLUCION ORAL;11,00;6,00;6,00;179,00;Carga Seca
ASC006;DABIGATRAN 150MG CAPSULA;10,50;6,00;6,00;93,00;Comerciales
GH0038;CITRATO DE CALCIO + VITAMINA D3 1.500MG+800UI TABLETA RECUBIERTA;10,50;6,00;6,00;88,00;Carga Seca
MSN011;ABIRATERONA 250MG TABLETA;10,5;6,00;6,00;127,00;Comerciales
JN0075;TOPIRAMATO 15MG CAPSULA;10,5;6,00;6,00;44,00;Carga Seca
GL0134;DOLUTEGRAVIR 50MG TABLETA;10,00;6,00;5,00;50,00;Comerciales
DE0039;OXACILINA 1G POLVO A SOLUCION INYECTABLE;6,5;55,00;14,00;192,00;Carga Seca
VT0049;VANCOMICINA 500MG POLVO A SOLUCION INYECTABLE;5,90;5,90;14,20;178,00;Carga Seca
NK0011;SEMAGLUTIDA 2,01MG/1,5ML (1,34MG/ML)ML SOLUCION INYECTABLE;3,30;5,80;16,20;76,00;Cadena de Frio
BX0012;DESFLURANO 100ML SOLUCION PARA INHALACION;18,00;5,80;5,80;410,00;Comerciales
AB0107;LACTULOSA 66,7G/100ML SOLUCION ORAL;14,50;5,80;5,80;305,00;Carga Seca
AR0002;ZOLEDRONICO ACIDO 4MG/100ML (0,04MG/ML) SOLUCION INYECTABLE;12,00;5,80;6,00;221,00;Comerciales
LS0011;AMPICILINA 250MG/5ML POLVO A SUSPENSION ORAL;11,00;5,80;5,80;66,00;Carga Seca
BT0197;EMTRICITABINA + BICTEGRAVIR + TENOFOVIR 200MG+50MG+25MG TABLETA;10,50;5,80;5,80;82,00;Comerciales
AB0216;SENSOR FREESTYLE LIBRE 1;8,7;5,8;12,00;99,00;Carga Seca
BX0134;FACTOR VIII DE COAGULACION HUMANO RECOMBINANTE 500UI POLVO LIOFILIZADO A SOLUCION INYECTABLE;5,4;5,8;17,6;910,00;Cadena de Frio
LP0138;ATORVASTATINA 20MG TABLETA RECUBIERTA;5,00;5,8;12,00;58,00;Carga Seca
LP0162;ROSUVASTATINA 40MG TABLETA RECUBIERTA;4,7;5,8;12,00;60,00;Carga Seca
DE0009;INMUNOGLOBULINA HUMANA NORMAL 5G/100ML (0,05G/ML) SOLUCION INYECTABLE;10,4;5,8;5,8;216,00;Cadena de Frio
FR0113;PEMBROLIZUMAB 100MG/4ML (25MG/ML) SOLUCION INYECTABLE;9,00;5,70;6,00;78,00;Cadena de Frio
BT0189;EMTRICITABINA + ELVITEGRAVIR + COBICISTAT + TENOFOVIR 200MG+150MG+150MG+10MG TABLETA RECUBIERTA;9,00;5,70;5,70;96,00;Comerciales
LS0176;PANCREATINA + SIMETICONA + LEVOSULPIRIDA 150MG+80MG+25MG GRAGEA;8,20;5,70;6,70;95,00;Carga Seca
TE0299;KETOCONAZOL + CLINDAMICINA 400MG+100MG OVULO VAGINAL;7,60;5,70;15,40;82,00;Comerciales
VI0004;DORIPENEM 500MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;6,90;5,70;14,50;189,00;Comerciales
JN0059;GUSELKUMAB 100MG/ML SOLUCION INYECTABLE;5,90;5,70;14,50;104,00;Cadena de Frio
BXT014;FACTOR VIII DE COAGULACION HUMANO RECOMBINANTE 1.000UI POLVO LIOFILIZADO A SOLUCION INYECTABLE;5,80;5,70;17,50;92,00;Cadena de Frio
GF0382;ESOMEPRAZOL 40MG TABLETA DE LIBERACION RETARDADA;19,00;5,70;11,70;326,00;Carga Seca
AB0129;APME LIQUIDO FÓRMULA POLIMERICA PARA ADULTOS BOTELLA X 237ML;14,00;5,70;5,70;280,00;Carga Seca
BT0150;ABIRATERONA 250MG TABLETA;11,00;5,70;5,70;121,00;Comerciales
SM0061;INMUNOGLOBULINA HUMANA NORMAL 5G/100ML (0,05G/ML) SOLUCION INYECTABLE;10,40;5,70;5,70;211,00;Cadena de Frio
SA0071;LEVOMEPROMAZINA 40MG/ML (4%) SOLUCION ORAL;10,00;5,70;5,70;68,00;Carga Seca
PR0083;CEFAZOLINA 1G POLVO A SOLUCION INYECTABLE;5,9;5,7;12,5;155,00;Carga Seca
NO0014;CICLOSPORINA 50MG CAPSULA BLANDA;5,5;5,7;19,2;109;Comerciales
NO0013;CICLOSPORINA 25MG CAPSULA BLANDA;5,5;5,7;16,5;81,00;Comerciales
FN0010;CLOTRIMAZOL 1G/100G (1%) CREMA VAGINAL;15,5;5,7;4,00;84,00;Carga Seca
AN0007;GLUCONATO DE POTASIO (31,2%) SOLUCION ORAL;13,2;5,7;5,7;264,00;Carga Seca
TE0170;FEXOFENADINA + FENILEFRINA (30MG+15MG) /5ML SUSPENSION ORAL;12,7;5,7;7,00;141,00;Carga Seca
RM0038;HEDERA ELIX EXTRACTO 0,7G/100ML JARABE;12,00;5,7;5,8;226,00;Carga Seca
WT0096;QUETIAPINA 25MG COMPRIMIDO RECUBIERTO;12,00;5,7;2,2;13,00;Carga Seca
SIC018;ZOLEDRONICO ACIDO 5MG/100ML (0,05MG/ML) SOLUCION INYECTABLE;12,00;5,7;5,7;227,00;Carga Seca
MG051;AMOXICILINA 750MG/5ML POLVO A SUSPENSION ORAL;12,00;5,7;5,5;100,00;Carga Seca
LS0008;AMOXICILINA 250MG/5ML POLVO A SUSPENSION ORAL;11,00;5,7;5,7;68,00;Carga Seca
NO0008;ENTACAPONA + LEVODOPA + CARBIDOPA 200MG+100MG+25MG TABLETA RECUBIERTA;10,5;5,7;5,7;48,00;Carga Seca
WT0049;ACETIL SALICILICO ACIDO 100MG COMPRIMIDO;15;5,7;15,00;290,00;Carga Seca
BR0036;BELATACEPT 250MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;7,50;5,60;13,20;63,00;Cadena de Frio
AB0019;INTERFERON BETA 1A 30MCG/0,5ML SOLUCION INYECTABLE;6,80;5,60;14,50;89,00;Cadena de Frio
MK0296;BROMHEXINA 4MG/5ML JARABE;12,50;5,60;5,60;250,00;Comerciales
NV0094;ACETAMINOFEN 150MG/5ML JARABE;11,70;5,60;5,60;147,00;Carga Seca
NV0158;LEVOCLOPERASTINA 35,4MG/5ML SUSPENSION ORAL;11,70;5,60;5,60;157,00;Carga Seca
NV0129;ZINC SULFATO 2MG/ML SOLUCION ORAL;11,60;5,60;5,60;136,00;Carga Seca
TE0290;LEVOCETIRIZINA 5MG/5ML SOLUCION ORAL;11,20;5,60;5,60;100,00;Carga Seca
NO0062;ENTACAPONA + LEVODOPA + CARBIDOPA 200MG+200MG+50MG TABLETA RECUBIERTA;10,20;5,60;5,60;55,00;Carga Seca
AB0004;VALPROICO ACIDO 250MG/5ML JARABE;12,5;5,6;5,6;204,00;Carga Seca
NO0135;METFORMINA + VILDAGLIPTINA 1.000MG+50MG COMPRIMIDO RECUBIERTO;9,60;5,50;16,40;127,00;Carga Seca
PX0263;RITUXIMAB 500MG/50ML (10MG/ML) SOLUCION CONCENTRADA PARA INFUSION;9,20;5,50;5,50;100,00;Cadena de Frio
BT0167;EMTRICITABINA + TENOFOVIR 200MG+25MG TABLETA RECUBIERTA;9,00;5,50;5,50;67,00;Comerciales
GLD001;EMTRICITABINA + RILPIVIRINA + TENOFOVIR 200MG+25MG+25MG TABLETA;9,00;5,50;5,50;80,00;Comerciales
SE0003;TENOFOVIR + EMTRICITABINA 300MG+200MG TABLETA RECUBIERTA;9,00;5,50;5,50;90,00;Comerciales
BT0153;TENOFOVIR + EMTRICITABINA + RILPIVIRINA 300MG+200MG+25MG TABLETA RECUBIERTA;9,00;5,50;5,50;100,00;Comerciales
TK0005;BRENTUXIMAB VEDOTIN 50MG POLVO A SOLUCION INYECTABLE;8,40;5,50;5,00;56,00;Cadena de Frio
DE0042;ENOXAPARINA 60MG/0,6ML SOLUCION INYECTABLE;8,00;5,50;15;99,00;Carga Seca
TF0055;LEUPROLIDE ACETATO 45MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;7,60;5,50;14,00;60,00;Cadena de Frio
TF0001;LEUPROLIDE ACETATO 22,5MG POLVO A SOLUCION INYECTABLE;7,60;5,50;14,10;59,00;Cadena de Frio
SVP102;ESZOPICLONA 3MG TABLETA RECUBIERTA;7,00;5,50;5,50;25,00;Carga Seca
RC0026;MICOFENOLATO 500MG TABLETA;7,00;5,50;12,20;87,00;Comerciales
BIOS01;COMPLEJO PROTOMBINICO HUMANO 500UI POLVO A SOLUCION INYECTABLE;7,00;5,50;12,50;128,00;Cadena de Frio
VI0003;MEROPENEM 500MG POLVO A SOLUCION INYECTABLE;6,50;5,50;14,50;194,00;Carga Seca
VI0005;CILASTATINA + IMIPENEM 500MG+500MG POLVO A SOLUCION INYECTABLE;6,50;5,50;14,50;223,00;Carga Seca
GF0350;FUROSEMIDA 40MG TABLETA;6,5;5,50;12;80,00;Carga Seca
GF0334;CARVEDILOL 25MG TABLETA;6,5;5,50;12;80,00;Carga Seca
FC0017;PENICILINA G SODICA 5.000.000UI POLVO A SOLUCION INYECTABLE;6,30;5,50;13,50;197,00;Carga Seca
PX0153;COLECALCIFEROL (VITAMINA D3) 2.000UI CAPSULA BLANDA;5,10;5,50;8,40;34,00;Carga Seca
